dialog_id	rec_survey_id	seek_survey_id	fine_label	coarse_label	movie_id
20191129-103313_124_live.pkl	first_batch_658	first_batch_658	accept_rating_good	accept_new	IfvzEXhhWNkSPLIT141
20191130-235902_358_live.pkl	first_batch_515	first_batch_515	accept_rating_mod	accept_new	2ZMGk_Ml1fcSPLIT174
20191208-172421_796_live.pkl	first_batch_457	first_batch_457	accept_others	accept_new	czzIGc7v6aISPLIT121
20191207-105922_417_live.pkl	first_batch_419	first_batch_419	accept_others	accept_new	rD8lWtcgeygSPLIT154
20191201-072249_280_live.pkl	first_batch_523	first_batch_523	accept_rating_good	accept_new	_7Mrt6fqUA0SPLIT60
20191127-194246_224_live.pkl	first_batch_619	first_batch_619	accept_rating_mod	accept_new	sE6fTeuKZkgSPLIT71
20191205-165951_407_live.pkl	first_batch_40	first_batch_40	accept_others	accept_new	HmsuC5AAR7sSPLIT136
20191130-145400_856_live.pkl	first_batch_486	first_batch_486	accept_rating_mod	accept_new	UhZzJTvWJUcSPLIT71
20191202-154307_564_live.pkl	first_batch_223	first_batch_223	accept_rating_good	accept_new	mEUsRi74lcYSPLIT119
20191203-171306_840_live.pkl	first_batch_140	first_batch_140	accept_uninterested	reject_new	RNS7YVeKm6gSPLIT84
20191130-221110_567_live.pkl	first_batch_512	first_batch_512	accept_others	accept_new	ezcvpLIyifUSPLIT249
20200221-071747_806_live.pkl	first_batch_387	first_batch_387	accept_rating_good	accept_new	F9x4cb7P-hISPLIT158
20191208-152637_976_live.pkl	first_batch_454	first_batch_454	accept_others	accept_new	ZADZv0Fu8rMSPLIT155
20191202-131451_722_live.pkl	first_batch_216	first_batch_216	accept_rating_good	accept_new	zvcKNaWgpXASPLIT152
20191205-201304_322_live.pkl	first_batch_49	first_batch_49	accept_rating_good	accept_new	nWYOl_r7VRwSPLIT191
20191204-115207_540_live.pkl	first_batch_252	first_batch_252	accept_rating_good	accept_new	KzJNYYkkhzcSPLIT145
20191206-063642_773_live.pkl	first_batch_54	first_batch_54	accept_others	accept_new	KB_uCjht0nASPLIT131
20191201-124953_525_live.pkl	first_batch_663	first_batch_663	accept_rating_good	accept_new	ee1172yeqyESPLIT156
20200221-085200_802_live.pkl	first_batch_395	first_batch_395	accept_rating_good	accept_new	vtejTSKBT1kSPLIT71
20191130-011249_153_live.pkl	first_batch_535	first_batch_535	accept_rating_good	accept_new	bydHcLDfWuYSPLIT200
20191205-130205_584_live.pkl	first_batch_711	first_batch_711	accept_others	accept_new	yNncHPl1UXgSPLIT143
20191206-142733_728_live.pkl	first_batch_405	first_batch_405	accept_others	accept_new	o2HPq-WDnFQSPLIT130
20200221-060031_852_live.pkl	first_batch_384	first_batch_384	accept_rating_good	accept_new	C1no75lpOiwSPLIT134
20191201-143809_686_live.pkl	first_batch_677	first_batch_677	accept_uninterested	reject_new	bAuIXCDd2FwSPLIT118
20191203-081239_817_live.pkl	first_batch_110	first_batch_110	accept_rating_mod	accept_new	1M5cj4UmscESPLIT150
20200223-161127_25_live.pkl	first_batch_758	first_batch_758	accept_others	accept_new	v8yrZSkKxTASPLIT156
20191126-112230_370_live.pkl	first_batch_240	first_batch_240	accept_rating_good	accept_new	REC_rgXplohCw5oSPLIT155SEEKER
20191201-010447_30_live.pkl	first_batch_516	first_batch_516	accept_uninterested	reject_new	eFkmiAw5Av8SPLIT155
20191201-092420_443_live.pkl	first_batch_531	first_batch_531	accept_rating_good	accept_new	-AKU-T7_rDASPLIT140
20200220-124503_12_live.pkl	first_batch_343	first_batch_344	accept_others	accept_new	HwT879-4WjsSPLIT129
20191130-132936_822_live.pkl	first_batch_582	first_batch_582	accept_uninterested	reject_new	eFkmiAw5Av8SPLIT155
20191127-183751_471_live.pkl	first_batch_614	first_batch_614	accept_rating_good	accept_new	0UUeH8DF8uASPLIT126
20191204-104553_682_live.pkl	first_batch_243	first_batch_243	accept_rating_good	accept_new	fI9i4cBCP3cSPLIT110
20191201-125932_433_live.pkl	first_batch_666	first_batch_666	accept_others	accept_new	f1qa0G9xrR0SPLIT163
20191203-163545_76_live.pkl	first_batch_136	first_batch_136	accept_rating_good	accept_new	h-k0-Z9b4CwSPLIT154
20191129-120619_221_live.pkl	first_batch_5	first_batch_6	accept_uninterested	reject_new	1YG-vYfz8yMSPLIT149
20191204-110909_306_live.pkl	first_batch_247	first_batch_247	accept_others	accept_new	nf8gh_d7Z6kSPLIT95
20191129-062313_745_live.pkl	first_batch_434	first_batch_434	accept_uninterested	reject_new	84TouqfIsiISPLIT151
20200223-215645_22_live.pkl	first_batch_764	first_batch_764	accept_rating_good	accept_new	wKvOud9GcRQSPLIT103
20191202-173313_728_live.pkl	first_batch_229	first_batch_229	accept_rating_good	accept_new	U3vHPRdi5WcSPLIT146
20191126-172845_713_live.pkl	first_batch_586	first_batch_586	accept_others	accept_new	2GfBkC3qs78SPLIT145
20191206-173725_991_live.pkl	first_batch_410	first_batch_410	accept_rating_good	accept_new	70UY9X7qhE0SPLIT71
20191202-102640_122_live.pkl	first_batch_197	first_batch_197	accept_others	accept_new	7kSuas6mRpkSPLIT153
20191204-053037_993_live.pkl	first_batch_161	first_batch_161	accept_rating_mod	accept_new	70UY9X7qhE0SPLIT71
20200220-112237_936_live.pkl	first_batch_324	first_batch_324	accept_others	accept_new	-gieJQejbHQSPLIT139
20191130-112133_589_live.pkl	first_batch_568	first_batch_568	accept_others	accept_new	eFkmiAw5Av8SPLIT155
20191130-090444_102_live.pkl	first_batch_556	first_batch_556	accept_rating_good	accept_new	WKz_AUF0GcUSPLIT151
20191201-133417_454_live.pkl	first_batch_672	first_batch_672	accept_rating_good	accept_new	BXkSost_0NcSPLIT145
20200220-144211_805_live.pkl	first_batch_353	first_batch_353	accept_rating_good	accept_new	zvcKNaWgpXASPLIT152
20200220-113109_624_live.pkl	first_batch_325	first_batch_325	accept_others	accept_new	iyd0eYFl4eYSPLIT161
20191202-103347_205_live.pkl	first_batch_198	first_batch_198	accept_rating_good	accept_new	eFkmiAw5Av8SPLIT155
20191202-115749_675_live.pkl	first_batch_204	first_batch_204	accept_rating_good	accept_new	N0io2w_6vT8SPLIT147
20191130-200010_796_live.pkl	first_batch_505	first_batch_505	accept_others	accept_new	cZP_lRYFwHkSPLIT136
20191202-102621_228_live.pkl	first_batch_195	first_batch_196	accept_uninterested	reject_new	LQIJcWajCVoSPLIT275
20191203-145108_0_live.pkl	first_batch_126	first_batch_126	accept_uninterested	reject_new	eFkmiAw5Av8SPLIT155
20200220-102449_195_live.pkl	first_batch_309	first_batch_308	accept_rating_good	accept_new	7LLWTXoHHAYSPLIT140
20191208-183139_971_live.pkl	first_batch_461	first_batch_461	accept_uninterested	reject_new	So0vbE2BvFwSPLIT80
20191129-140106_745_live.pkl	first_batch_14	first_batch_16	accept_rating_good	accept_new	f1qa0G9xrR0SPLIT163
20200220-121634_580_live.pkl	first_batch_336	first_batch_336	accept_rating_good	accept_new	U87zVkIXNI0SPLIT132
20191209-063223_90_live.pkl	first_batch_467	first_batch_467	accept_rating_good	accept_new	LLGdE7AjlBMSPLIT108
20191127-091743_858_live.pkl	first_batch_71	first_batch_71	accept_rating_good	accept_new	eSxZ5Q8bUeQSPLIT203
20191127-203150_356_live.pkl	first_batch_622	first_batch_621	accept_rating_good	accept_new	ZkKaDXapi1oSPLIT148
20191130-111654_77_live.pkl	first_batch_567	first_batch_567	accept_rating_good	accept_new	rgXplohCw5oSPLIT155
20191130-144123_719_live.pkl	first_batch_484	first_batch_484	accept_others	accept_new	rgXplohCw5oSPLIT155
20191129-130320_479_live.pkl	first_batch_10	first_batch_10	accept_rating_good	accept_new	NAq6vubHdCgSPLIT148
20191129-115757_507_live.pkl	first_batch_2	first_batch_2	accept_rating_good	accept_new	WIvC19qUdfISPLIT147
20191206-111146_621_live.pkl	first_batch_66	first_batch_66	accept_rating_good	accept_new	UJX3MyXRXasSPLIT121
20191201-211000_289_live.pkl	first_batch_645	first_batch_645	accept_others	accept_new	a54yC1etmVcSPLIT151
20191203-164659_604_live.pkl	first_batch_137	first_batch_138	accept_rating_good	accept_new	DZe9L0yCyasSPLIT133
20200220-130303_3_live.pkl	first_batch_347	first_batch_347	accept_rating_good	accept_new	v4qTrd80UQASPLIT88
20191130-111448_72_live.pkl	first_batch_566	first_batch_566	accept_rating_good	accept_new	ee1172yeqyESPLIT156
20191127-184643_513_live.pkl	first_batch_616	first_batch_616	accept_rating_good	accept_new	XHhAG-YLdk8SPLIT236
20191207-025910_531_live.pkl	first_batch_414	first_batch_414	accept_uninterested	reject_new	FF932ZU6Kn4SPLIT144
20191203-150349_221_live.pkl	first_batch_127	first_batch_127	accept_rating_good	accept_new	9rQu77pgnpgSPLIT143
20200221-202955_723_live.pkl	first_batch_726	first_batch_726	accept_rating_good	accept_new	eFkmiAw5Av8SPLIT155
20191126-194039_300_live.pkl	first_batch_597	first_batch_597	accept_others	accept_new	AWm_mkbdpCASPLIT124
20191202-102443_962_live.pkl	first_batch_196	first_batch_195	accept_rating_good	accept_new	KWs5TTn19qkSPLIT158
20191204-120842_318_live.pkl	first_batch_253	first_batch_253	accept_others	accept_new	Vo96qDiGUiISPLIT154
20191126-193657_682_live.pkl	first_batch_596	first_batch_596	accept_rating_good	accept_new	XQw658a-8UQSPLIT141
20200221-190741_481_live.pkl	first_batch_721	first_batch_721	accept_others	accept_new	3VCYs3sTLkASPLIT198
20191130-191444_284_live.pkl	first_batch_497	first_batch_500	accept_rating_good	accept_new	9btKFrFhq28SPLIT148
20191201-211728_687_live.pkl	first_batch_646	first_batch_646	accept_others	accept_new	vtejTSKBT1kSPLIT71
20200220-101956_43_live.pkl	first_batch_306	first_batch_305	accept_others	accept_new	Vm4Fw2QElA4SPLIT146
20200223-191720_349_live.pkl	first_batch_762	first_batch_762	accept_rating_good	accept_new	PbA63a7H0boSPLIT156
20191203-143732_986_live.pkl	first_batch_125	first_batch_125	accept_rating_good	accept_new	9k-uig5obaASPLIT154
20191130-062928_598_live.pkl	first_batch_543	first_batch_543	accept_others	accept_new	hN0JkFrvO_MSPLIT143
20191204-061314_897_live.pkl	first_batch_166	first_batch_166	accept_uninterested	reject_new	YVYzxm_RqMgSPLIT155
20191128-150946_640_live.pkl	first_batch_34	first_batch_34	accept_others	accept_new	jE4UdAKAfU4SPLIT108
20191203-231737_695_live.pkl	first_batch_157	first_batch_156	accept_rating_good	accept_new	zRwBVYjUBOcSPLIT145
20191129-141602_117_live.pkl	first_batch_17	first_batch_18	accept_rating_good	accept_new	h2bR7NhCf_ASPLIT73
20191126-180022_338_live.pkl	first_batch_588	first_batch_589	accept_rating_good	accept_new	BjpA6IH_SkcSPLIT176
20191201-075151_803_live.pkl	first_batch_527	first_batch_527	accept_rating_good	accept_new	rgXplohCw5oSPLIT155
20200221-145630_327_live.pkl	first_batch_713	first_batch_713	accept_rating_good	accept_new	znESQTt3L80SPLIT137
20191202-124855_722_live.pkl	first_batch_213	first_batch_212	accept_others	accept_new	Vo96qDiGUiISPLIT154
20191202-151407_259_live.pkl	first_batch_221	first_batch_221	accept_rating_mod	accept_new	4gU-x9HIPysSPLIT171
20200221-065128_692_live.pkl	first_batch_385	first_batch_385	accept_others	accept_new	X1U21VBSbSsSPLIT154
20191202-104118_19_live.pkl	first_batch_200	first_batch_200	accept_others	accept_new	2EBAVoN8L_USPLIT163
20191202-124810_382_live.pkl	first_batch_212	first_batch_211	accept_rating_good	accept_new	9k-uig5obaASPLIT154
20191130-070545_729_live.pkl	first_batch_545	first_batch_545	accept_others	accept_new	DzfpyUB60YYSPLIT153
20200222-134608_162_live.pkl	first_batch_737	first_batch_737	accept_rating_good	accept_new	9fYVBlaj_3cSPLIT161
20191201-123335_0_live.pkl	first_batch_661	first_batch_661	accept_others	accept_new	84TouqfIsiISPLIT151
20200220-222813_195_live.pkl	first_batch_375	first_batch_375	accept_rating_good	accept_new	eFkmiAw5Av8SPLIT155
20191206-072619_468_live.pkl	first_batch_56	first_batch_56	accept_rating_mod	accept_new	sE6fTeuKZkgSPLIT71
20191209-114412_836_live.pkl	first_batch_475	first_batch_475	reject	reject_new	h-k0-Z9b4CwSPLIT154
20191128-084355_848_live.pkl	first_batch_444	first_batch_444	accept_rating_good	accept_new	zvcKNaWgpXASPLIT152
20200223-083924_869_live.pkl	first_batch_752	first_batch_752	accept_rating_good	accept_new	YVYzxm_RqMgSPLIT155
20200220-065916_656_live.pkl	first_batch_292	first_batch_292	accept_rating_good	accept_new	Ify9S7hj480SPLIT154
20191128-125355_245_live.pkl	first_batch_30	first_batch_30	accept_others	accept_new	UFuFFdK7i44SPLIT127
20191206-114633_480_live.pkl	first_batch_69	first_batch_69	accept_rating_good	accept_new	DH-9_6Eg-qcSPLIT161
20191205-223907_697_live.pkl	first_batch_51	first_batch_51	accept_rating_good	accept_new	4ctaXQbEqIMSPLIT146
20200221-055638_831_live.pkl	first_batch_383	first_batch_383	accept_rating_good	accept_new	DEumw-eXW7wSPLIT120
20191201-183010_195_live.pkl	first_batch_637	first_batch_637	accept_rating_good	accept_new	F9x4cb7P-hISPLIT158
20191207-160456_341_live.pkl	first_batch_424	first_batch_424	accept_others	accept_new	v4qTrd80UQASPLIT88
20191205-183526_727_live.pkl	first_batch_47	first_batch_47	accept_others	accept_new	KdeyFwHxo2QSPLIT206
20191202-125044_152_live.pkl	first_batch_211	first_batch_213	accept_rating_good	accept_new	yNncHPl1UXgSPLIT143
20191205-200320_123_live.pkl	first_batch_48	first_batch_48	accept_rating_good	accept_new	zvcKNaWgpXASPLIT152
20191130-130033_801_live.pkl	first_batch_579	first_batch_578	accept_others	accept_new	zvcKNaWgpXASPLIT152
20200220-104223_898_live.pkl	first_batch_313	first_batch_313	accept_rating_good	accept_new	oufMnO2FEOwSPLIT170
20200222-114028_472_live.pkl	first_batch_735	first_batch_735	accept_rating_good	accept_new	nI9p58_KJmwSPLIT112
20191203-162143_329_live.pkl	first_batch_134	first_batch_134	accept_rating_good	accept_new	1UoL8YPNdWYSPLIT59
20191203-022800_752_live.pkl	first_batch_93	first_batch_93	accept_rating_good	accept_new	v07NG-auIwISPLIT95
20191202-105446_263_live.pkl	first_batch_202	first_batch_202	accept_others	accept_new	XQw658a-8UQSPLIT141
20200220-112132_705_live.pkl	first_batch_323	first_batch_323	reject	reject_new	y6raUs0CiCQSPLIT151
20191205-170241_812_live.pkl	first_batch_41	first_batch_41	accept_uninterested	reject_new	tnvJ5xtZpi0SPLIT134
20200219-232618_978_live.pkl	first_batch_277	first_batch_277	accept_rating_mod	accept_new	HSaynNIu5vASPLIT157
20191127-095942_879_live.pkl	first_batch_75	first_batch_75	accept_others	accept_new	sE6fTeuKZkgSPLIT71
20200220-132811_855_live.pkl	first_batch_351	first_batch_351	accept_rating_good	accept_new	C2zSFElhgE0SPLIT113
20191205-105033_743_live.pkl	first_batch_700	first_batch_700	accept_others	accept_new	HmsuC5AAR7sSPLIT136
20191203-151438_520_live.pkl	first_batch_128	first_batch_128	accept_others	accept_new	YK5-5qf9IQsSPLIT135
20191202-183640_253_live.pkl	first_batch_233	first_batch_233	accept_others	accept_new	sslCRVx7nPQSPLIT146
20200220-171701_700_live.pkl	first_batch_367	first_batch_366	accept_uninterested	reject_new	LsGy7tveEo4SPLIT245
20191205-121831_246_live.pkl	first_batch_706	first_batch_706	accept_uninterested	reject_new	FQMxWH43TPESPLIT83
20191129-141458_314_live.pkl	first_batch_18	first_batch_17	accept_uninterested	reject_new	wC8uySZzInESPLIT184
20200222-192414_376_live.pkl	first_batch_743	first_batch_743	reject	reject_new	4gU-x9HIPysSPLIT171
20191204-082152_314_live.pkl	first_batch_176	first_batch_175	reject	reject_new	zvcKNaWgpXASPLIT152
20200220-190952_451_live.pkl	first_batch_372	first_batch_372	accept_others	accept_new	5aq0o2C6LVESPLIT151
20200223-090046_298_live.pkl	first_batch_753	first_batch_753	accept_rating_good	accept_new	JI7cTehGVzQSPLIT151
20191130-202300_847_live.pkl	first_batch_506	first_batch_506	accept_rating_good	accept_new	tsmacmhdrUsSPLIT103
20191208-150125_15_live.pkl	first_batch_452	first_batch_451	accept_others	accept_new	czYqP1jbPTkSPLIT145
20200220-110447_736_live.pkl	first_batch_317	first_batch_318	accept_rating_good	accept_new	dZpc936_HgoSPLIT148
20191201-175152_742_live.pkl	first_batch_633	first_batch_633	accept_rating_good	accept_new	XQw658a-8UQSPLIT141
20200221-180344_307_live.pkl	first_batch_719	first_batch_719	accept_rating_good	accept_new	hiebrSk5nlkSPLIT155
20191126-175947_839_live.pkl	first_batch_589	first_batch_588	accept_others	accept_new	tRlzmyveDHESPLIT119
20191206-102345_771_live.pkl	first_batch_61	first_batch_61	accept_others	accept_new	NgsQ8mVkN8wSPLIT111
20191202-031916_843_live.pkl	first_batch_184	first_batch_184	accept_others	accept_new	LUG2U-IxPx0SPLIT141
20191201-180558_943_live.pkl	first_batch_635	first_batch_636	accept_rating_good	accept_new	XQw658a-8UQSPLIT141
20200223-005028_119_live.pkl	first_batch_748	first_batch_748	accept_rating_good	accept_new	2TatqilQ8rISPLIT149
20191126-170349_558_live.pkl	first_batch_585	first_batch_585	accept_others	accept_new	oHLU3T-e2t4SPLIT139
20200222-161122_288_live.pkl	first_batch_739	first_batch_739	accept_others	accept_new	mH941qrVAJoSPLIT137
20191203-232210_352_live.pkl	first_batch_156	first_batch_157	accept_others	accept_new	DzfpyUB60YYSPLIT153
20191127-183023_252_live.pkl	first_batch_613	first_batch_613	accept_rating_good	accept_new	nI9p58_KJmwSPLIT112
20191203-141237_337_live.pkl	first_batch_122	first_batch_122	accept_others	accept_new	hkJIcFMN_pcSPLIT176
20200220-095956_603_live.pkl	first_batch_299	first_batch_299	accept_others	accept_new	tRlzmyveDHESPLIT119
20191128-205324_452_live.pkl	first_batch_604	first_batch_603	reject	reject_new	ee1172yeqyESPLIT156
20191128-213416_365_live.pkl	first_batch_607	first_batch_609	accept_rating_mod	accept_new	noP9HC6wkpgSPLIT176
20191202-033850_597_live.pkl	first_batch_186	first_batch_186	accept_rating_mod	accept_new	op62tf2ww5ESPLIT146
20191204-081224_335_live.pkl	first_batch_174	first_batch_174	accept_rating_good	accept_new	GyONxFhfuuQSPLIT67
20200220-163148_191_live.pkl	first_batch_363	first_batch_363	accept_rating_good	accept_new	hiebrSk5nlkSPLIT155
20191130-081727_440_live.pkl	first_batch_552	first_batch_552	accept_rating_good	accept_new	jaJuwKCmJbYSPLIT154
20191204-142936_425_live.pkl	first_batch_260	first_batch_259	accept_uninterested	reject_new	xOQioNJZ_qcSPLIT144
20200221-075037_142_live.pkl	first_batch_389	first_batch_389	accept_rating_good	accept_new	eFkmiAw5Av8SPLIT155
20191128-111722_776_live.pkl	first_batch_27	first_batch_27	accept_rating_good	accept_new	gccWbMTrgO4SPLIT169
20200220-100556_529_live.pkl	first_batch_300	first_batch_300	accept_others	accept_new	h2bR7NhCf_ASPLIT73
20200221-112138_383_live.pkl	first_batch_399	first_batch_399	accept_rating_good	accept_new	_T1Jj1inE8MSPLIT151
20191128-115554_992_live.pkl	first_batch_28	first_batch_28	accept_others	accept_new	rLiZpa7e-RwSPLIT153
20191204-105648_972_live.pkl	first_batch_246	first_batch_246	accept_others	accept_new	lgopxu-_6_MSPLIT93
20191201-012814_923_live.pkl	first_batch_517	first_batch_517	accept_others	accept_new	lZHUmQ-dCXMSPLIT158
20191201-174239_50_live.pkl	first_batch_632	first_batch_632	accept_rating_good	accept_new	rgXplohCw5oSPLIT155
20191202-095835_20_live.pkl	first_batch_189	first_batch_189	accept_others	accept_new	H9Z3_ifFheQSPLIT151
20191129-095650_939_live.pkl	first_batch_654	first_batch_653	accept_others	accept_new	mGPk9e03230SPLIT93
20191209-123542_411_live.pkl	first_batch_479	first_batch_478	accept_uninterested	reject_new	rLiZpa7e-RwSPLIT153
20191201-131635_608_live.pkl	first_batch_669	first_batch_670	accept_rating_good	accept_new	3W0teWwq5wgSPLIT112
20200220-153643_45_live.pkl	first_batch_356	first_batch_356	accept_others	accept_new	iyd0eYFl4eYSPLIT161
20191205-061038_668_live.pkl	first_batch_690	first_batch_690	accept_others	accept_new	VTs3UEvZdOUSPLIT86
20191130-214337_135_live.pkl	first_batch_508	first_batch_508	accept_rating_good	accept_new	C0BMx-qxsP4SPLIT153
20191203-125729_548_live.pkl	first_batch_113	first_batch_113	accept_rating_good	accept_new	MneQ4hAwsBISPLIT192
20191126-200549_34_live.pkl	first_batch_598	first_batch_598	accept_rating_mod	accept_new	Y_qcnmuhueISPLIT107
20200220-113329_566_live.pkl	first_batch_326	first_batch_327	accept_rating_good	accept_new	5kJRYBhG43QSPLIT133
20200222-101143_99_live.pkl	first_batch_733	first_batch_733	reject	reject_new	7fJGbTfFPkMSPLIT153
20191202-121746_208_live.pkl	first_batch_208	first_batch_208	accept_uninterested	reject_new	0UUeH8DF8uASPLIT126
20191202-125338_250_live.pkl	first_batch_214	first_batch_214	accept_rating_good	accept_new	vCkImyTNZGoSPLIT31
20200222-144122_327_live.pkl	first_batch_738	first_batch_738	accept_rating_mod	accept_new	kegK3uA7qsoSPLIT61
20200221-052837_516_live.pkl	first_batch_381	first_batch_381	accept_others	accept_new	7Yz10uCVNVkSPLIT137
20191205-090516_707_live.pkl	first_batch_695	first_batch_695	accept_uninterested	reject_new	EJXDMwGWhoASPLIT183
20191130-191410_752_live.pkl	first_batch_500	first_batch_498	accept_rating_good	accept_new	rgXplohCw5oSPLIT155
20191130-183914_318_live.pkl	first_batch_496	first_batch_496	accept_others	accept_new	rI_lUHOCcbcSPLIT140
20191206-164002_287_live.pkl	first_batch_408	first_batch_408	accept_rating_good	accept_new	ee1172yeqyESPLIT156
20191204-231259_714_live.pkl	first_batch_688	first_batch_688	accept_rating_good	accept_new	UhZzJTvWJUcSPLIT71
20191201-183029_305_live.pkl	first_batch_639	first_batch_639	accept_rating_good	accept_new	P5nj1WdMJP4SPLIT151
20200221-232408_50_live.pkl	first_batch_729	first_batch_729	accept_uninterested	reject_new	gq50F-IDXDcSPLIT153
20191203-170123_573_live.pkl	first_batch_139	first_batch_139	accept_rating_good	accept_new	3W0teWwq5wgSPLIT112
20191130-095944_287_live.pkl	first_batch_559	first_batch_559	accept_rating_good	accept_new	jo18VIoR2xUSPLIT96
20191201-062044_36_live.pkl	first_batch_520	first_batch_520	accept_rating_good	accept_new	8YDmCVZf2NcSPLIT155
20200221-042836_912_live.pkl	first_batch_380	first_batch_380	accept_rating_mod	accept_new	oHLU3T-e2t4SPLIT139
20191128-071854_944_live.pkl	first_batch_440	first_batch_440	accept_rating_good	accept_new	_EpH1zU-NIUSPLIT133
20191130-144813_944_live.pkl	first_batch_485	first_batch_485	accept_rating_good	accept_new	ez9U9bw4XwMSPLIT151
20191203-143119_740_live.pkl	first_batch_124	first_batch_124	accept_rating_good	accept_new	aMQLbLOQx7YSPLIT120
20200221-084548_65_live.pkl	first_batch_394	first_batch_394	accept_rating_good	accept_new	F9x4cb7P-hISPLIT158
20191130-153038_823_live.pkl	first_batch_488	first_batch_488	accept_rating_good	accept_new	VWV4rxyA-70SPLIT109
20191203-232946_479_live.pkl	first_batch_158	first_batch_158	accept_rating_good	accept_new	rLiZpa7e-RwSPLIT153
20200222-195936_504_live.pkl	first_batch_746	first_batch_746	accept_rating_good	accept_new	vtejTSKBT1kSPLIT71
20200220-045859_89_live.pkl	first_batch_283	first_batch_283	accept_others	accept_new	yBWm4qpTRTQSPLIT145
20191130-173618_980_live.pkl	first_batch_495	first_batch_495	accept_rating_good	accept_new	x3guLR8aBpUSPLIT145
20200220-113217_864_live.pkl	first_batch_327	first_batch_326	accept_rating_good	accept_new	AeEkVMqUhLESPLIT86
20191208-195446_418_live.pkl	first_batch_463	first_batch_463	accept_others	accept_new	J7nJksXDBWcSPLIT151
20191208-182104_781_live.pkl	first_batch_460	first_batch_460	accept_rating_good	accept_new	rLiZpa7e-RwSPLIT153
20200223-073758_79_live.pkl	first_batch_751	first_batch_751	accept_others	accept_new	X1U21VBSbSsSPLIT154
20200223-051618_736_live.pkl	first_batch_749	first_batch_749	accept_rating_good	accept_new	_IfPRsQBhuESPLIT123
20191202-120253_530_live.pkl	first_batch_207	first_batch_206	accept_uninterested	reject_new	i9Mvw0mzljYSPLIT181
20200224-032839_783_live.pkl	first_batch_765	first_batch_765	accept_rating_good	accept_new	eSxZ5Q8bUeQSPLIT203
20200221-205257_219_live.pkl	first_batch_727	first_batch_727	accept_rating_good	accept_new	RVDPQKuI3fYSPLIT125
20200220-015151_425_live.pkl	first_batch_281	first_batch_281	accept_rating_mod	accept_new	SRVzyiM8SgoSPLIT145
20191204-151513_595_live.pkl	first_batch_266	first_batch_266	accept_uninterested	reject_new	DyQ8PoBV_VoSPLIT106
20191203-063404_713_live.pkl	first_batch_99	first_batch_99	accept_others	accept_new	FHThGmVfE3ASPLIT78
20191130-020418_933_live.pkl	first_batch_536	first_batch_536	accept_rating_mod	accept_new	9_sXs02IOLsSPLIT92
